Method	Domain	Species	PD5	PD6	PF7	FAR_Island_C	NOR_Island_C	NOR_Island_W	PRI_Island_W	SAN_Island_W	Soil_Env	Soil_MC	Water_Env	Water_MC	Coral_Env
Environmental	Archaea	Aciduliprofundum boonei				0	7	0	0	1	0	0	1	0	7
Environmental	Archaea	Archaeoglobus fulgidus				5	2	0	0	0	0	0	0	0	7
Environmental	Archaea	Archaeoglobus profundus				0	1	0	3	2	0	0	5	0	1
Environmental	Archaea	Caldivirga maquilingensis				0	1	0	0	1	0	0	1	0	1
Environmental	Archaea	Candidatus Korarchaeum cryptofilum				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	Candidatus Nitrososphaera gargensis				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	Cenarchaeum symbiosum				12	23	1	0	3	0	0	4	0	35
Environmental	Archaea	Desulfurococcus amylolyticus				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	Desulfurococcus mucosus				0	1	0	0	1	0	0	1	0	1
Environmental	Archaea	Ferroglobus placidus				0	2	0	1	0	0	0	1	0	2
Environmental	Archaea	Haladaptatus paucihalophilus				0	7	0	0	0	0	0	0	0	7
Environmental	Archaea	Halalkalicoccus jeotgali				0	9	0	0	2	0	0	2	0	9
Environmental	Archaea	Haloarcula marismortui				0	5	0	0	2	0	0	2	0	5
Environmental	Archaea	Halobacterium salinarum				3	1	0	2	2	0	0	4	0	4
Environmental	Archaea	Haloferax volcanii				0	6	0	0	6	0	0	6	0	6
Environmental	Archaea	Halogeometricum borinquense				2	7	0	1	1	0	0	2	0	9
Environmental	Archaea	Halomicrobium mukohataei				0	2	1	0	1	0	0	2	0	2
Environmental	Archaea	Halorubrum lacusprofundi				3	1	0	0	0	0	0	0	0	4
Environmental	Archaea	Haloterrigena turkmenica				3	2	0	0	0	0	0	0	0	5
Environmental	Archaea	Ignicoccus hospitalis				0	2	0	0	0	0	0	0	0	2
Environmental	Archaea	Ignisphaera aggregans				0	0	0	0	1	0	0	1	0	0
Environmental	Archaea	Metallosphaera sedula				0	0	0	1	0	0	0	1	0	0
Environmental	Archaea	Methanobrevibacter ruminantium				0	3	1	1	0	0	0	2	0	3
Environmental	Archaea	Methanobrevibacter smithii				0	0	1	0	0	0	0	1	0	0
Environmental	Archaea	Methanocaldococcus fervens				0	1	0	2	0	0	0	2	0	1
Environmental	Archaea	Methanocaldococcus jannaschii				0	5	0	0	2	0	0	2	0	5
Environmental	Archaea	Methanocaldococcus sp. FS406-22				0	0	0	1	0	0	0	1	0	0
Environmental	Archaea	Methanocaldococcus vulcanius				0	2	0	0	0	0	0	0	0	2
Environmental	Archaea	Methanococcoides burtonii				1	0	0	3	1	0	0	4	0	1
Environmental	Archaea	Methanococcus aeolicus				2	1	0	2	3	0	0	5	0	3
Environmental	Archaea	Methanococcus maripaludis				0	1	1	1	0	0	0	2	0	1
Environmental	Archaea	Methanococcus vannielii				0	3	0	0	0	0	0	0	0	3
Environmental	Archaea	Methanococcus voltae				0	0	0	1	0	0	0	1	0	0
Environmental	Archaea	Methanocorpusculum labreanum				2	2	0	0	0	0	0	0	0	4
Environmental	Archaea	Methanoculleus marisnigri				0	7	0	3	1	0	0	4	0	7
Environmental	Archaea	Methanohalobium evestigatum				3	4	0	3	1	0	0	4	0	7
Environmental	Archaea	Methanohalophilus mahii				2	0	0	4	0	0	0	4	0	2
Environmental	Archaea	Methanolacinia petrolearia				0	0	0	2	1	0	0	3	0	0
Environmental	Archaea	Methanopyrus kandleri				0	3	0	4	0	0	0	4	0	3
Environmental	Archaea	Methanoregula boonei				2	4	1	2	1	0	0	4	0	6
Environmental	Archaea	Methanosaeta harundinacea				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	Methanosarcina acetivorans				1	10	1	2	5	0	0	8	0	11
Environmental	Archaea	Methanosarcina barkeri				0	6	0	0	5	0	0	5	0	6
Environmental	Archaea	Methanosarcina mazei				3	3	3	4	0	0	0	7	0	6
Environmental	Archaea	Methanosphaera stadtmanae				2	0	0	0	0	0	0	0	0	2
Environmental	Archaea	Methanosphaerula palustris				0	7	0	0	0	0	0	0	0	7
Environmental	Archaea	Methanospirillum hungatei				1	9	1	2	1	0	0	4	0	10
Environmental	Archaea	Methanothermobacter marburgensis				0	0	1	0	0	0	0	1	0	0
Environmental	Archaea	Methanothermobacter thermautotrophicus				0	3	0	0	0	0	0	0	0	3
Environmental	Archaea	Methanothermus fervidus				0	2	0	3	0	0	0	3	0	2
Environmental	Archaea	Methanothrix thermoacetophila				0	3	0	0	0	0	0	0	0	3
Environmental	Archaea	Natrialba magadii				2	3	0	2	4	0	0	6	0	5
Environmental	Archaea	Nitrosopumilus maritimus				54	38	3	3	6	0	0	12	0	92
Environmental	Archaea	Picrophilus torridus				1	1	1	2	4	0	0	7	0	2
Environmental	Archaea	Pyrobaculum arsenaticum				0	3	0	0	0	0	0	0	0	3
Environmental	Archaea	Pyrobaculum calidifontis				0	3	0	0	0	0	0	0	0	3
Environmental	Archaea	Pyrobaculum islandicum				1	3	0	0	0	0	0	0	0	4
Environmental	Archaea	Pyrobaculum neutrophilum				0	2	0	0	0	0	0	0	0	2
Environmental	Archaea	Pyrococcus furiosus				0	2	0	1	2	0	0	3	0	2
Environmental	Archaea	Staphylothermus marinus				0	1	0	1	1	0	0	2	0	1
Environmental	Archaea	Sulfolobus acidocaldarius				1	0	0	4	0	0	0	4	0	1
Environmental	Archaea	Sulfolobus islandicus				4	4	2	0	0	0	0	2	0	8
Environmental	Archaea	Sulfolobus solfataricus				0	0	0	4	1	0	0	5	0	0
Environmental	Archaea	Thermococcus barophilus				2	5	0	3	1	0	0	4	0	7
Environmental	Archaea	Thermococcus gammatolerans				0	2	0	4	0	0	0	4	0	2
Environmental	Archaea	Thermococcus onnurineus				2	1	0	0	2	0	0	2	0	3
Environmental	Archaea	Thermococcus sibiricus				0	3	0	1	1	0	0	2	0	3
Environmental	Archaea	Thermococcus sp. AM4				2	2	0	0	0	0	0	0	0	4
Environmental	Archaea	Thermofilum pendens				2	0	1	0	0	0	0	1	0	2
Environmental	Archaea	Thermoplasma acidophilum				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	Thermosphaera aggregans				0	2	0	0	0	0	0	0	0	2
Environmental	Archaea	uncultured archaeon GZfos26D6				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured archaeon GZfos34G5				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured archaeon GZfos9D1				0	1	0	1	0	0	0	1	0	1
Environmental	Archaea	uncultured archaeon MedDCM-OCT-S04-C14				0	0	0	2	1	0	0	3	0	0
Environmental	Archaea	uncultured archaeon MedDCM-OCT-S04-C140				0	0	0	1	1	0	0	2	0	0
Environmental	Archaea	uncultured archaeon MedDCM-OCT-S04-C163				0	0	0	1	1	0	0	2	0	0
Environmental	Archaea	uncultured archaeon MedDCM-OCT-S04-C246				0	0	0	1	1	0	0	2	0	0
Environmental	Archaea	uncultured archaeon MedDCM-OCT-S05-C10				0	0	0	0	1	0	0	1	0	0
Environmental	Archaea	uncultured archaeon MedDCM-OCT-S08-C282				0	0	0	0	1	0	0	1	0	0
Environmental	Archaea	uncultured archaeon MedDCM-OCT-S08-C37				0	0	1	1	0	0	0	2	0	0
Environmental	Archaea	uncultured archaeon MedDCM-OCT-S09-C50				0	0	0	3	0	0	0	3	0	0
Environmental	Archaea	uncultured archaeon MedDCM-OCT-S11-C441				0	0	0	1	1	0	0	2	0	0
Environmental	Archaea	uncultured archaeon MedDCM-OCT-S11-C473				0	0	0	0	1	0	0	1	0	0
Environmental	Archaea	uncultured crenarchaeote				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured crenarchaeote 74A4				3	1	0	0	0	0	0	0	0	4
Environmental	Archaea	uncultured haloarchaeon				1	1	0	0	0	0	0	0	0	2
Environmental	Archaea	uncultured haloarchaeon FLAS10H9				0	0	1	0	0	0	0	1	0	0
Environmental	Archaea	uncultured marine crenarchaeote AD1000-202-A2				0	1	0	0	1	0	0	1	0	1
Environmental	Archaea	uncultured marine crenarchaeote AD1000-207-H3				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW133C7				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW133I6				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW137N13				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW137N18				2	0	0	0	0	0	0	0	0	2
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW141M18				1	1	0	0	0	0	0	0	0	2
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW141N1				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW93E5				2	1	0	0	0	0	0	0	0	3
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW93H17				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW93I24				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW97J3				1	1	0	0	0	0	0	0	0	2
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW97M7				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_ANIW97P9				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG10D8				0	4	0	0	0	0	0	0	0	4
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG10F15				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG10L15				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG2O16				3	2	0	0	0	0	0	0	0	5
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG3D24				1	0	0	0	1	0	0	1	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG3K8				0	2	0	0	0	0	0	0	0	2
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG5B22				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG5C13				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG5N21				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG6B14				1	1	0	0	1	0	0	1	0	2
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG6D3				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG6D9				3	2	0	0	0	0	0	0	0	5
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG6J21				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG7F11				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG7F19				0	0	0	1	0	0	0	1	0	0
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG8D22				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG8D6				1	0	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG8I13				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine crenarchaeote HF4000_APKG9M20				0	4	0	0	0	0	0	0	0	4
Environmental	Archaea	uncultured marine crenarchaeote KM3-47-D6				0	1	0	0	0	0	0	0	0	1
Environmental	Archaea	uncultured marine group II euryarchaeote 37F11				0	0	0	0	2	0	0	2	0	0
Environmental	Archaea	uncultured marine group II euryarchaeote DeepAnt-15E7				0	0	0	0	2	0	0	2	0	0
Environmental	Archaea	uncultured marine group II euryarchaeote EF100_57A08				0	0	0	2	0	0	0	2	0	0
Environmental	Archaea	uncultured marine group II euryarchaeote KM3-130-D10				0	0	0	0	1	0	0	1	0	0
Environmental	Archaea	uncultured marine group II euryarchaeote KM3-85-F5				0	0	0	1	1	0	0	2	0	0
Environmental	Archaea	uncultured marine group III euryarchaeote KM3-28-E8				0	1	0	1	0	0	0	1	0	1
Environmental	Archaea	uncultured marine group III euryarchaeote SAT1000-53-B3				0	0	0	2	0	0	0	2	0	0
Environmental	Archaea	Vulcanisaeta distributa				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Acaryochloris marina				15	32	5	21	26	0	0	52	0	47
Environmental	Bacteria	Acetivibrio cellulolyticus				2	7	0	3	5	0	0	8	0	9
Environmental	Bacteria	Acetohalobium arabaticum				0	13	0	6	3	0	0	9	0	13
Environmental	Bacteria	Acetomicrobium hydrogeniformans				0	10	0	0	5	0	0	5	0	10
Environmental	Bacteria	Acholeplasma laidlawii				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	Achromobacter lyticus				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Achromobacter piechaudii				3	8	3	5	6	0	0	14	0	11
Environmental	Bacteria	Achromobacter sp. BP3				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Achromobacter xylosoxidans				6	22	6	15	19	0	0	40	0	28
Environmental	Bacteria	Acidaminococcus fermentans				0	11	0	0	1	0	0	1	0	11
Environmental	Bacteria	Acidaminococcus sp. D21				1	2	2	0	0	0	0	2	0	3
Environmental	Bacteria	Acidimicrobium ferrooxidans				0	10	1	5	0	0	0	6	0	10
Environmental	Bacteria	Acidiphilium cryptum				4	29	11	27	20	0	0	58	0	33
Environmental	Bacteria	Acidithiobacillus caldus				0	2	0	5	0	0	0	5	0	2
Environmental	Bacteria	Acidithiobacillus ferrooxidans				5	5	3	4	10	0	0	17	0	10
Environmental	Bacteria	Acidobacterium capsulatum				5	23	0	5	2	0	0	7	0	28
Environmental	Bacteria	Acidobacterium sp. MP5ACTX9				4	20	1	0	0	0	0	1	0	24
Environmental	Bacteria	Acidothermus cellulolyticus				0	12	1	7	0	0	0	8	0	12
Environmental	Bacteria	Acidovorax avenae				0	3	0	3	6	0	0	9	0	3
Environmental	Bacteria	Acidovorax citrulli				2	7	7	6	7	0	0	20	0	9
Environmental	Bacteria	Acidovorax delafieldii				0	1	2	4	1	0	0	7	0	1
Environmental	Bacteria	Acidovorax sp. JS42				5	8	6	8	9	0	0	23	0	13
Environmental	Bacteria	Acinetobacter baumannii				4	8	29	18	24	0	0	71	0	12
Environmental	Bacteria	Acinetobacter calcoaceticus				0	1	8	3	4	0	0	15	0	1
Environmental	Bacteria	Acinetobacter haemolyticus				2	2	4	11	1	0	0	16	0	4
Environmental	Bacteria	Acinetobacter johnsonii				0	1	17	7	5	0	0	29	0	1
Environmental	Bacteria	Acinetobacter junii				1	2	7	4	3	0	0	14	0	3
Environmental	Bacteria	Acinetobacter lwoffii				0	5	11	4	5	0	0	20	0	5
Environmental	Bacteria	Acinetobacter nosocomialis				0	1	6	0	2	0	0	8	0	1
Environmental	Bacteria	Acinetobacter oleivorans				0	2	5	5	3	0	0	13	0	2
Environmental	Bacteria	Acinetobacter pittii				0	3	7	3	3	0	0	13	0	3
Environmental	Bacteria	Acinetobacter radioresistens				0	1	10	10	5	0	0	25	0	1
Environmental	Bacteria	Acinetobacter sp. ADP1				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Acinetobacter sp. ATCC 27244				0	0	9	10	4	0	0	23	0	0
Environmental	Bacteria	Acinetobacter sp. NFM2				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Actinoallomurus spadix				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Actinobacillus lignieresii				1	3	3	11	9	0	0	23	0	4
Environmental	Bacteria	Actinobacillus minor				1	2	5	6	2	0	0	13	0	3
Environmental	Bacteria	Actinobacillus succinogenes				1	0	11	9	5	0	0	25	0	1
Environmental	Bacteria	Actinobacillus ureae				0	0	3	0	0	0	0	3	0	0
Environmental	Bacteria	Actinomadura kijaniata				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Actinomyces coleocanis				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Actinomyces odontolyticus				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Actinomyces sp. oral taxon 171				1	1	0	2	0	0	0	2	0	2
Environmental	Bacteria	Actinomyces sp. oral taxon 178				0	0	0	3	0	0	0	3	0	0
Environmental	Bacteria	Actinomyces sp. oral taxon 848				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Actinomyces urogenitalis				0	2	0	1	0	0	0	1	0	2
Environmental	Bacteria	Actinosynnema mirum				2	25	2	0	6	0	0	8	0	27
Environmental	Bacteria	Aerococcus viridans				0	1	1	0	0	0	0	1	0	1
Environmental	Bacteria	Aeromicrobium marinum				0	9	0	0	7	0	0	7	0	9
Environmental	Bacteria	Aeromonas caviae				0	0	0	0	3	0	0	3	0	0
Environmental	Bacteria	Aeromonas encheleia				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Aeromonas hydrophila				3	6	30	21	19	0	0	70	0	9
Environmental	Bacteria	Aeromonas molluscorum				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Aeromonas salmonicida				0	9	31	29	24	0	0	84	0	9
Environmental	Bacteria	Aeromonas veronii				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Afipia sp. 1NLS2				3	7	4	11	8	0	0	23	0	10
Environmental	Bacteria	Agathobacter rectalis				2	0	0	0	1	0	0	1	0	2
Environmental	Bacteria	Aggregatibacter actinomycetemcomitans				0	0	6	6	5	0	0	17	0	0
Environmental	Bacteria	Aggregatibacter aphrophilus				0	0	4	7	1	0	0	12	0	0
Environmental	Bacteria	Aggregatibacter segnis				0	1	3	3	0	0	0	6	0	1
Environmental	Bacteria	Agrobacterium tumefaciens				5	32	16	54	45	0	0	115	0	37
Environmental	Bacteria	Ahrensia sp. R2A130				2	10	7	17	17	0	0	41	0	12
Environmental	Bacteria	Akkermansia muciniphila				3	11	1	2	4	0	0	7	0	14
Environmental	Bacteria	Alcaligenes faecalis				0	0	0	1	1	0	0	2	0	0
Environmental	Bacteria	Alcanivorax sp. DG881				4	14	16	20	65	0	0	101	0	18
Environmental	Bacteria	Algoriphagus sp. PR1				3	28	3	18	28	0	0	49	0	31
Environmental	Bacteria	Alicycliphilus denitrificans				0	10	2	5	6	0	0	13	0	10
Environmental	Bacteria	Alicyclobacillus acidocaldarius				2	12	1	2	0	0	0	3	0	14
Environmental	Bacteria	Aliivibrio fischeri				7	8	87	36	27	0	0	150	0	15
Environmental	Bacteria	Aliivibrio salmonicida				0	0	1	1	0	0	0	2	0	0
Environmental	Bacteria	Alistipes putredinis				0	2	0	4	7	0	0	11	0	2
Environmental	Bacteria	Alistipes sp. HGB5				0	8	0	2	1	0	0	3	0	8
Environmental	Bacteria	Alkalilimnicola ehrlichii				9	16	14	18	19	0	0	51	0	25
Environmental	Bacteria	Alkaliphilus metalliredigens				2	4	3	7	4	0	0	14	0	6
Environmental	Bacteria	Alkaliphilus oremlandii				0	3	0	7	5	0	0	12	0	3
Environmental	Bacteria	Allochromatium vinosum				6	12	1	15	15	0	0	31	0	18
Environmental	Bacteria	Alloprevotella tannerae				0	3	0	0	4	0	0	4	0	3
Environmental	Bacteria	Allorhizobium borbori				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Allorhizobium vitis				7	3	1	23	16	0	0	40	0	10
Environmental	Bacteria	Alteromonadales bacterium TW-7				3	3	619	279	43	0	0	941	0	6
Environmental	Bacteria	Alteromonas macleodii				2	12	264	354	559	0	0	1177	0	14
Environmental	Bacteria	Alteromonas sp.				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Aminobacterium colombiense				0	4	0	1	0	0	0	1	0	4
Environmental	Bacteria	Aminomonas paucivorans				2	4	0	1	0	0	0	1	0	6
Environmental	Bacteria	Ammonifex degensii				1	5	1	3	7	0	0	11	0	6
Environmental	Bacteria	Amoebophilus asiaticus				0	3	1	0	4	0	0	5	0	3
Environmental	Bacteria	Amycolatopsis mediterranei				6	8	3	5	8	0	0	16	0	14
